,device_name,display_size (inches),display_prot,height (inches),width (inches),depth (inches),weight (grams),os,b_no_of_camera(s),backcam (megapixels),f_no_of_camera(s),frontcam (megapixels),internal (GB),ram (GB),expandable (GB),battery (mAh),chipset,architecture,cores,proc_make,frequency (MHz),gpu,price (INR)
596,Karbonn A5 Star 8GB ,4,,,,,130,"Android OS, v2.3 (Gingerbread)",1,5,2,0+3,8,0.5,32,1100,,,4,,1.2,,4190
597,Karbonn A6 ,4,,5,2.5,0.4,114,"Android OS, v4.0 (Ice Cream Sandwich)",1,5,2,0+3,0.1015625,0.5,32,1450,,,,,1,,4700
598,Karbonn A6 Turbo ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,2,1+3,4,0.5,32,1500,,,2,,1.3,,3749
599,Karbonn A7 Turbo ,4.5,,5.2,2.6,0.4,165,Android OS. v6.0 (Marshmallow),1,2,2,0+3,8,0.5,32,1750,,,4,,1.2,,1299
600,Karbonn A9 Indian 4G ,4.5,,,,,,"Android OS, v7.0 (Nougat)",1,5,1,5,8,1,32,1750,,,4,,1.3,,2999
601,Karbonn A91 Storm ,4,,,,,117,"Android OS, v5.1 (Lollipop)",1,2,2,0+3,4,0.5,32,2200,,,4,,1.2,,3090
602,Karbonn Alfa 112 ,4,,,,,113,"Android OS, v4.2 (Jelly Bean)",1,2,2,0+3,0.5,0.25,32,1300,,,1,,1,,2391
603,Karbonn Alfa A104 ,2.8,,,,,,"Android OS, v4.2 (Jelly Bean)",1,2,2,0+3,0.25,0.125,32,1100,,,1,,1,,2000
604,Karbonn Alfa A110 ,5,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,0.5,0.25,32,1300,,,1,,1,,2200
605,Karbonn Alfa A90 ,4,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,1+3,4,0.5,32,1400,,,1,,1,,3000
606,Karbonn Alfa A92 Plus ,4,,,,,,"Android OS, v4.4 (Kitkat)",1,3.2,2,1+3,0.5,0.25,32,1300,,,1,,1,,2749
607,Karbonn Alfa A99 ,4,,,,,,"Android OS, v4.4 (Kitkat)",1,3.2,2,1+3,4,0.5,32,1400,,,2,,1.2,,3349
608,Karbonn Aura ,5,,,,,,"Android OS, v4.4 (Kitkat)",1,5,1,2,8,0.5,32,2000,,,4,,1.2,,5999
609,Karbonn Aura 1 ,5.5,,,,,,"Android OS, 5.0 (Lollipop)",1,13,1,5,16,2,64,2600,,,8,,1.5,,4599
610,Karbonn Aura 4G ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8,1,32,2150,,,4,,1.3,,4500
611,Karbonn Aura 9 ,5,,,,,160,"Android OS, v4.4 (KitKat)",1,8,1,5,8,1,32,4000,,Cortex A7,4,Spreadtrum SC7731G,1.2,Mali-400 MP2,5899
612,Karbonn Aura Note 2 ,5.5,,4.5,3,0.3,164,"Android OS, v (7.0 Nougat)",1,13,1,5,16,2,128,2900,MediaTek MT6737M,Cortex-A52,4,MediaTek ,1.25,Mali-T720 MP2,5294
613,Karbonn Aura Note 4G ,5.5,,6.07,3.14,0.41,174,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,32,2800,MT6737,Cortex-A53,4,Mediatek ,1.2,Mali-T720MP2,5280
614,Karbonn Aura Note Play ,6,,6.3,3.3,0.3,214,"Android OS, v7.0 (Nougat)",1,8,1,5,16,2,32,3300,,,4,,1.3,,5799
615,Karbonn Aura Power ,5,,,,,177,"Android OS, v5.1 (Lollipop)",1,8,1,5,8,1,MicroSD,4000,,,4,,1,,4444
616,Karbonn Aura Power 4G Plus ,5,,,,,,"Android OS, v7.0 (Nougat)",1,5,1,5,16,1,32,4000,,,4,,1.3,,5689
617,Karbonn Aura Sleek 4G ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8,1,32,2000,,,4,,1.25,,3999
618,Karbonn Aura Sleek Plus ,5,,,,,,"Android OS, v7.0 (Nougat)",1,8,1,5,16,2,32,2000,,,4,,1.3,,4799
619,Karbonn Fashion Eye ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,8,2,3+2,8,1,32,2000,,Cortex-A7,4,,1.3,,3150
620,Karbonn Frames S9 ,5.2,,5.8,2.8,0.3,139,"Android OS, v7.0 (Nougat)",1,8,1,8,16,2,64,2900,MT6737M,Cortex A53,4,MediaTek,1.2,Mali-T720 MP1,5999
621,Karbonn Indian 9 ,4,,3.9,1.9,1.1,145,"Android OS, v7.0 (Nougat)",1,5,1,2,8,1,32,1300,,,4,Spreadtrum,1.3,,3009
623,Karbonn Jumbo K9 ,2.4,,4.5,1.9,0.6,112,,1,1.3,0,,,,16,1800,,,,,,,1080
624,Karbonn K Flame ,2.4,,,,,,,1,0.3,0,,,,16,1300,,,,,,,1200
625,Karbonn K Phone 9 ,2.4,,,,,92,,1,1.3,0,,,,16,1000,,,,,,,1450
626,Karbonn K Phone Joy ,2.4,,,,,,,1,0.3,0,,,,16,1700,,,,,,,1390
627,Karbonn K-Champ 6 ,2.4,,,,,,,1,1.3,0,,,,16,1750,,,,,,,1390
628,Karbonn K-Flip ,2.4,,,,,,,1,0.3,0,,0.0625,0.03125,8,800,,,,,,,1249
629,Karbonn K-Phone 1 ,2.4,,,,,112,,1,1.3,0,,,,16,1400,,,,,,,1128
631,Karbonn K10 Star ,2.4,,,,,,,1,0.3,0,,,,16,1400,,,,,,,1300
636,Karbonn K111 Selfie ,2.4,,,,,,,1,1.3,2,1+3,,,16,1500,,,,,,,1575
637,Karbonn K111 Superstar ,2.4,,,,,,,1,1.3,2,0+3,,,32,2700,,,,,,,1285
638,Karbonn K113 ,2.4,,,,,102,,1,1.3,0,,,,8,1000,,,,,,,1110
639,Karbonn K113 Plus ,2.4,,,,,,,1,1.3,0,,,,16,1000,,,,,,,1199
647,Karbonn K18 Jumbo ,2.4,,,,,,,1,0.3,0,,,,8,1800,,,,,,,1375
651,Karbonn K21 Star ,2.4,,,,,,,1,1.3,0,,,,16,1000,,,,,,,1119
652,Karbonn K240 ,2.4,,,,,,,1,2,0,,,,8,1600,,,,,,,1450
653,Karbonn K250 ,2.4,,,,,99,,1,1.3,0,,,,16,800,,,,,,,1095
654,Karbonn K29 Boombox ,2.4,,,,,,,1,0.3,0,,,,32,1800,,,,,,,1298
655,Karbonn K2s ,1.8,,,,,,,1,0.3,0,,,,8,1800,,,,,,,1046
657,Karbonn K31 ,2.4,,,,,,,1,0.3,0,,,,16,1800,,,,,,,1490
659,Karbonn K324N ,2.4,,,,,,,1,0.3,0,,,,16,1750,,,,,,,1099
662,Karbonn K40 ,2.4,,,,,112,,1,1.3,0,,,,16,2800,,,,,,,1369
663,Karbonn K4000 ,2.4,,,,,,,1,1.3,0,,,,32,4000,,,,,,,1599
664,Karbonn K4000 Plus ,2.8,,,,,,,1,0.3,0,,,,16,4000,,,,,,,2500
665,Karbonn K41 ,2.4,,,,,,,1,0.3,0,,,,16,2800,,,,,,,1375
666,Karbonn K41 Power 4G ,4,,,,,130,"Android OS, v7.0 (Nougat)",1,2,2,0+3,8,1,32,2300,,,4,,1.3,,4444
667,Karbonn K41 Ultra ,2.4,,,,,,,1,0.3,0,,,,Yes,1800,,,,,,,1350
668,Karbonn K42 ,2.4,,,,,92,,1,1.3,0,,32KB,,16,1000,,,,,,,2865
669,Karbonn K44 Plus ,1.8,,,,,,,1,0.3,0,,,,8,1800,,,,,,,1099
670,Karbonn K444 Shakti ,2.4,,,,,,,1,0.3,0,,,,32,4000,,,,,,,1600
672,Karbonn K451 Power ,2.4,,,,,,,1,0.3,0,,,,16,3000,,,,,,,1128
678,Karbonn K490 ,2.4,,,,,112,,1,0.3,0,,,,8,1800,,,,,,,1089
681,Karbonn K55 Star ,2.4,,,,,,,1,1.3,0,,,,8,1500,,,,,,,1500
682,Karbonn K59 ,2.4,,,,,95,,1,1.3,0,,,,8,1500,,,,,,,1650
683,Karbonn K595 ,2.4,,,,,95,,1,0.3,2,0+3,0.0625,0.03125,16,1800,,,,,,,1400
684,Karbonn K595 Power ,2.4,,,,,,,1,0.3,0,,,,16,3000,,,,,,,1099
686,Karbonn K7 Rock ,2.4,,,,,,,1,1.3,0,,,,32,3000,,,,,,,2150
687,Karbonn K88 ,2.4,,,,,,,1,1.3,0,,,,16,1800,,,,,,,1310
688,Karbonn K885 Metal ,2.8,,,,,,,1,0.3,0,,,,32,1800,,,,,,,1149
689,Karbonn K888 ,2.4,,,,,,,1,1.3,0,,,,16,1450,,,,,,,1566
691,Karbonn K9 ,2.4,,,,,,,1,1.3,0,,,,16,1800,,,,,,,1079
692,Karbonn K9 Boss ,2.4,,,,,,,1,0.3,0,,,,32,1750,,,,,,,1199
693,Karbonn K9 Kavach 16GB ,5,,5.7,2.9,0.3,161,"Android OS, v7.0 (Nougat)",1,5,1,5,16,2,32,2300,,,4,,1.2,,5198
694,Karbonn K9 Kavach 4G ,5,,5.7,2.9,0.3,161,"Android OS, v7.0 (Nougat)",1,5,1,5,8,1,32,2300,,,4,,1.2,,4590
695,Karbonn K9 Music 4G ,5,,5.6,2.8,0.3,170,"Android OS, v7.0 (Nougat)",1,8,1,5,16,1,128,2200,,,4,,1.3,,3966
696,Karbonn K9 SPY ,2.4,,,,,,,1,1.3,0,,,,16,1750,,,,,,,1165
697,Karbonn K9 Smart ,5,,,,,146.3,"Android OS, v4.4 (KitKat)",1,3.2,2,1+3,8Gb,0.5,32,2300,,,2,,1.2,,3094
698,Karbonn K9 Smart 1GB RAM ,5,,,,,146,"Android OS, v5.0.1 (Lollipop)",1,3.2,2,1+3,8,1,32,2300,MediaTek MT6572,Cortex A7,2,,1.2,Mali-400 MP,3239
699,Karbonn K9 Smart 4G ,5,,,,,105,"Android OS, v6.0 (Marshmallow)",1,5,1,5,8,1,32,2300,,,4,,1.2,,3999
700,Karbonn K9 Smart Eco ,5,,5.7,2.8,0.4,156,"Android OS, v7.0 (Nougat)",1,2,1,2,8,1,32,2300,,,4,,1.2,,3299
701,Karbonn K9 Smart Grand ,5.2,,,,,,"Android OS, v7.0 (Nougat)",1,8,1,5,8,1,32,2300,,,4,,1.3,,4899
702,Karbonn K9 Smart Selfie ,5,,,,,,"Android OS, v7.0 (Nougat)",1,8,1,5,8,1,32,2300,,,4,,1.1,,4099
703,Karbonn K9 Smart Yuva ,5,,5.7,2.8,0.4,174,"Android OS, v7.0, (Nougat)",1,5,1,2,8,1,32,2300,,,4,,1.3,,3769
704,Karbonn K9 Staar ,2.4,,,,,180,,1,0.3,0,,,,8,1000,,,,,,,999
705,Karbonn K9 Viraat ,5.5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8,1,32,2800,,,4,,1.3,,5230
706,Karbonn K9 Viraat 4G ,5.5,,,,,173,"Android OS, v6.0 (Marshmallow)",1,5,2,3+2,8,1,64,2800,,,4,,1.3,,5199
707,Karbonn K90 Mashall ,2.4,,,,,110,,1,1.3,0,,0.03125,,16,1700,,,,,,,1644
708,Karbonn K94 ,2.8,,,,,,,1,1.3,2,0+3,,,8,1400,,,,,,,3592
709,Karbonn K95 star ,2.4,,,,,,,1,0.3,0,,,,8,2200,,,,,,,1450
710,Karbonn K96 Plus ,2.4,,,,,,,1,1.3,0,,,,16,1800,,,,,,,1499
711,Karbonn K97 ,2.8,,,,,,,1,0.3,0,,,,8,1750,,,,,,,1590
712,Karbonn Kphone 1 ,2.4,,4.5,1.9,0.4,112,,1,1.3,0,,,,16,1400,,,,,,,1109
713,Karbonn Kphone Mashaal ,2.4,,,,,,,1,1.3,0,,,,16,1800,,,,,,,909
714,Karbonn Machone Titanium S310 ,4.7,,,,,,"Android OS, v4.4 (KitKat)",1,8,1,5,8,1,32,1800,,,4,,1.3,,4399
715,Karbonn Quattro L50 ,5,,,,,134,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,2,32,2600,,,4,,1.3,,4999
716,Karbonn Quattro L50 HD ,5,,,,,136,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,2,32,2650,,Cortex A53,4,MediaTek MT6735,1.3,Mali-T720 MP2,4450
717,Karbonn S320 Titanium High Plus ,5,,,,,190,"Android OS, v4.4 (KitKat)",1,8,1,2,8,1,32,3000,,Cortex A7,4,,1.2,Mali-400 MP2,5900
718,Karbonn S35 ,4.5,,,,,140,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,1850,,,4,,1.2,,4275
719,Karbonn Smart A202 ,3.5,,,,,,"Android OS, v4.4 (Kitkat)",1,2,2,0+3,0.5,0.25,32,1100,,,1,,1,,2450
720,Karbonn Sound Wave K451 Plus ,2.4,,4.5,2,0.5,,,1,1.3,0,,,0.0625,8,1800,,,,,,,1468
721,Karbonn Sparkle V ,4.5,,5.2,2.6,0.3,138,"Android OS, v4.4 (KitKat)",1,5,1,2,4,1,32,1700,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,5700
722,Karbonn T9 ,2.4,,,,,,,1,1.3,0,,,,16,950,,,,,,,1400
723,Karbonn Titanium 3D-Plex ,5,,,,,160,"Android OS, v6.0 (Marshmallow)",1,3.2,2,0+3,8,0.5,64,2300,,,4,,1.2,,3200
724,Karbonn Titanium Dazzle 3 S204 ,5,,,,,143,"Android OS, v5.0 (Lollipop)",1,8,1,2,8,1,32,1750,,,4,,1.2,,4793
725,Karbonn Titanium Dazzle S201 ,5,,,,,160,"Android OS, v4.4 (KitKat)",1,5,1,2,8,1,32,1850,,,4,,1.2,,3999
726,Karbonn Titanium Delight S22 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,2,0+3,4,0.5,32,1800,,,4,,1.2,,4590
727,Karbonn Titanium Desire S30 ,4.5,,,,,122,"Android OS, v4.4 (KitKat)",1,8,2,3+2,8,0.5,32,1800,,,4,,1.2,,4358
728,Karbonn Titanium Frames S7 ,5.5,,,,,,"AndroidOS, v7.0 (Nougat)",1,13,1,13,32,3,64,3000,,,4,,1.45,,6999
729,Karbonn Titanium High 2 S203 ,5,,,,,178,"Android OS, v4.4 (KitKat)",1,5,2,3+2,8,0.5,32,3000,,,4,,1.2,Mali-400,3999
730,Karbonn Titanium Jumbo ,5,,,,,,"Android OS, v7.0 Nougat",1,13,1,8,16,2,64,4000,,,4,,1.3,,5350
731,Karbonn Titanium Jumbo 2 4G ,5.5,,,,,,"Android OS, v7.0 (Nougat)",1,13,1,8,16,2,64,4000,,,4,,1.3,,5899
732,Karbonn Titanium K9 Smart ,5,,,,,,"Android OS, v4.4 (Kitkat)",1,3.2,2,1+3,8,0.5,32,2300,,Cortex A7,2,,1.2,Mali-400 MP,3499
733,Karbonn Titanium Mach One Plus ,4.7,,,,,136,"Android OS, v5.0 (Lollipop)",1,8,1,5,16,2,32,1800,,,4,,1.3,,3999
734,Karbonn Titanium Mach Two ,5,,5.4,2.7,0.2,112,"Android OS, v4.4 (KitKat)",1,8,1,8,8,1,32,1900,,Cortex-A7,8,,1.4,,4999
735,Karbonn Titanium Machfive ,5,,5.6,0.3,2.8,159,"Android OS, v5.0 (Lollipop)",1,8,1,5,16,2,32,2200,,,4,,1.3,,3999
736,Karbonn Titanium Moghul ,5,,,,,156,"Android OS, v4.4 (KitKat)",1,8,2,3+2,8,1,32,2000,,Cortex A7,4,MediaTek MT6592,1.2,Mali-450 MP4,4999
737,Karbonn Titanium Octane ,5,,5.7,2.8,0.3,,"Android OS, v4.4 (KitKat)",1,13,1,5,16,1,32,2000,,Cortex-A7,8,Mediatek MT6592,1.7,Mali-450MP4,8499
738,Karbonn Titanium Pop S315 ,5,,,,,165,"Android OS, v5.0 (Lollipop)",1,8,1,2,8,1,32,2000,,,4,,1,,6048
739,Karbonn Titanium S10 ,5,,,,,,"Android OS, v4.4 (KitKat)",1,8,1,2,4,1,32,1850,,,4,,1.3,,6000
740,Karbonn Titanium S109 ,4.5,,,,,,"Android OS, v4.4 (Kitkat)",1,5,1,2,8,0.5,32,1600,,,4,,1.2,,3999
741,Karbonn Titanium S15 ,4,,,,,116.4,"Android OS, v4.4 (KitKat)",1,3.2,2,0+3,4,0.5,32,1500,,,4,,1.2,,3400
742,Karbonn Titanium S15 Ultra ,4,,,,,,"Android OS, v4.4 (Kitkat)",1,3.2,2,0+3,4,0.5,32,1300,,,2,,1.3,,3099
743,Karbonn Titanium S200HD ,5,,,,,142,"Android OS, v4.4 (KitKat)",1,8,2,3+2,8,1,32,2600,,,4,,1.2,,4999
744,Karbonn Titanium S205 ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,2,16,2,32,2200,,,4,,1.2,,3999
745,Karbonn Titanium S21 ,4.5,,,,,118,"Android OS, v4.4 (Kitkat)",1,3.2,2,1+3,4,0.5,32,1600,,,4,,1.2,,4090
746,Karbonn Titanium S3 8GB ,5,,,,,,"Android OS, v4.4 (KitKat)",1,8,1,2,8,1,32,1800,,,4,,1.3,,4299
747,Karbonn Titanium S310 Machone Plus ,4.7,,,,,136,"Android OS, v5.0 (Lollipop)",1,8,1,5,8,2,32,1800,,,4,,1.3,,6650
748,Karbonn Titanium S5 Plus ,5,,5.4,2.7,0.3,104,"Android OS, v4.2 (Jelly Bean)",1,8,2,0+3,4,1,32,1800,,,4,,1.3,,12990
749,Karbonn Titanium Vista 4G ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8,1,32,2300,,,4,MediaTek MT6580,1.3,,4280
750,Karbonn Titanium Vista FHD ,5,,5.7,2.7,0.3,131,"Android OS, v6.0 (Marshmallow)",1,8,2,3+2,8,1,32,2300,SC3920,Cortex A7,4,Spreadtrum,1.3,,3590
751,Karbonn Titanium Wind W4 ,4,,4.9,2.5,0.4,,Microsoft Windows 8.1,1,5,2,0+3,4,0.5,32,1950,,,4,,1.2,,4499
752,Karbonn Yuva 2 ,5,,,,,170,"Android OS, v7.0 (Nougat)",1,5,2,3+2,16,2,128,2250,,,4,,1.2,,4499
753,Karbonn k880 ,1.8,,,,,,,1,0.3,0,,,,16,800,,,,,,,1139
754,Karbonn quattro L52 ,5,,,,,143,"Android OS, v5.1.1 (Lollipop)",1,8,1,5,16,2,32,2250,,,4,MediaTek,1.3,,5150
755,LG G Flex 2 ,5.5,,,,,152,"Android OS, v5.0 (Lollipop)",1,13,2,2+1,16,2,32,3000,Snapdragon 810,Cortex-A53,8,Qualcomm MSM8994 ,1.5+2.0,Adreno 430,24299
756,LG G Pro Lite Dual ,5.5,,5.9,3,0.3,161,"Android OS, v4.1 (Jelly Bean)",1,8,2,1+3,8,1,32,3140,,Cortex-A9,2,Mediatek MT6577,1,PowerVR SGX531,16990
757,LG G2 ,5.2,,5.4,2.7,0.3,143,"Android OS, v4.2 (Jelly Bean)",1,13,2,2+1,16,2,0,3000,Snapdragon 800,Krait 400,4,Qualcomm MSM8974 ,2.2,Adreno 330,21999
758,LG G2 (32 GB) ,5.2,,5.4,2.7,0.3,143,"Android OS, v4.2 (Jelly Bean)",1,13,2,2+1,32,2,0,3000,Snapdragon 800,Krait 400,4,Qualcomm MSM8974,2.26,Adreno 330,20999
759,LG G3 ,5.5,,5.7,2.9,0.3,149,"Android OS, v4.4 (KitKat)",1,13,2,2+1,16,2,128,3000,Snapdragon 801,Krait 400,4,Qualcomm MSM8974AC ,2.5,Adreno 330,23899
760,LG G3 32GB ,5.5,,5.7,2.9,0.3,149,"Android OS, v4.4 (KitKat)",1,13,2,2+1,32,3,128,3000,Snapdragon 801,Krait 400,4,Qualcomm MSM8974AC ,2.5,Adreno 330,24950
761,LG G3 Beat ,5,,,,,,"Android OS, v4.4 (KitKat)",1,8,2,1+3,8,1,64,2540,,True HD-IPS LCD,4,,1.2,Adreno 305,10791
762,LG G3 Stylus ,5.5,,5.8,2.9,0.4,163,"Android OS, v4.4.2 (KitKat)",1,13,2,1+3,8,1,32,3000,,Cortex-A7,4,,1.3,Mali-400MP2,12999
763,LG G4 ,5.5,Corning Gorilla Glass 3,5.8,2.9,0.2,155,"Android OS, v5.1.1 (Lollipop)",1,16,1,8,32,3,200,3000,Snapdragon 808,Cortex-A53,6,Qualcomm MSM8992,1.44+1.82,Adreno 418,13499
764,LG G4 Stylus ,5.7,,6,3.1,0.3,163,"Android OS, v5.0 (Lollipop)",1,13,1,5,8,1,128,3000,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,10000
765,LG G6 ,5.7,Corning Gorilla Glass 3,5.8,2.8,0.3,163,"Android OS, v7.0 (Nougat)",1,13,1,5,64,4,256,3300,Snapdragon 821,,4,Qualcomm,,Adreno 530,28250
766,LG G7 ThinQ ,5.8,,5.8,2.7,0.3,139,"Android OS, v7.1.1 (Nougat)",2,20+13,1,8,64,4,256,3600,Snapdragon 845,Cortex A75,8,Qualcomm,2.5,Adreno 630,59990
767,LG Google Nexus 5 ,4.95,Corning Gorilla Glass 3,5.4,2.7,0.3,130,"Android OS, v5.0 (Lolipop)",1,8,2,1+3,16,2,0,2300,Snapdragon 800,Krait 400,4,Qualcomm MSM8974,2.3,Adreno 330,29999
768,LG Google Nexus 5 32GB ,4.95,,5.4,2.7,0.3,130,"Android OS, v5.0 (Lolipop)",1,8,2,1+3,32,2,0,2300,Snapdragon 800,Krait 400,4,Qualcomm MSM8974 ,2.3,Adreno 330,17499
769,LG H540D Titan ,5.7,,6,3.1,0.3,163,"Android OS, v5.1 (Lollipop)",1,8,1,5,,1,256,3000,,Cortex-A7,8,Mediatek MT6592M,1.4,Mali-450MP4,15999
770,LG K10 ,5.3,,5.7,2.9,0.3,142,"Android OS, v5.1 (Lollipop)",1,8,1,5,16,2,32,2300,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,8990
771,LG K10 (2017) ,5.3,,5.8,2.9,0.3,142,"Android OS, v7.0 (Nougat)",1,13,1,5,16,2,64,2800,,Cortex-A53,8,Mediatek MT6750,1.5,Mali-T860MP2,6999
772,LG K10 4G ,5.3,,5.7,2.9,0.3,142,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,2,32,2300,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,9000
773,LG K7 ,5,,5.6,2.8,0.3,161,"Android OS, v5.1 (Lollipop)",1,5,1,5,8,1.5,32,2125,,Cortex-A7,4,,1.3,Mali-400MP2,7799
774,LG K7i ,5,,,,,138,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,128,2500,M6732,Cortex A53,4,MediaTek ,1.2,,6790
775,LG K8 ,5,,5.6,2.8,0.3,157,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8,1.5,32,2125,,Cortex-A53,4,,1.3,Mali-T720,7999
776,LG K8 (2017) ,5,Corning Gorilla Glass 3,5.7,2.8,0.3,142,"Android OS, v7.0 (Nougat)",1,13,1,5,16,2,32,2500,Snapdragon 425,Cortex-A53,4,Qualcomm MSM8917,1.4,Adreno 308,7999
777,LG L Bello D335 ,5,,5.4,2.7,0.4,137,"Android OS, v4.4 (KitKat)",1,8,1,1,8,1,32,2540,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,7999
778,LG L Fino D295 ,4.5,,5,2.6,0.4,145,"Android OS, v4.4 (KitKat)",1,8,2,0+3,4,1,32,1900,,Cortex-A7,4,,1.2,Adreno 302,7699
779,LG L70 ,4.5,,5,2.6,0.3,126,"Android OS, v4.4 (KitKat)",1,5,2,0+3,4,1,32,2100,Snapdragon 200,Cortex-A7,2,Qualcomm MSM8210 ,1.2,Adreno 302,12791
780,LG L90 ,4.7,,5.1,2.6,0.3,125,"Android OS, v4.4 (KitKat)",1,8,2,0+3,8,1,32,2540,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8226 ,1.2,Adreno 305,15532
781,LG Magna ,5,,5.5,2.7,0.4,137,"Android OS, v5.0 (Lollipop)",1,8,1,5,8,1,32,2540,,Cortex-A7,4,Mediatek MT6582,1.3,Mali-400MP2,10404
782,LG Max ,5,,,,,155,"Android OS, v5.1 (Lollipop)",1,5,1,5,8,1,32,2540,,,4,,1.3,,6980
783,LG Nexus 4 ,4.7,,5.2,2.7,0.3,139,"Android OS, v4.2 (Jelly Bean)",1,8,2,1+3,16,2,0,2100,Snapdragon S4 Pro,Krait,4,Qualcomm APQ8064 ,1.5,Adreno 320,19000
784,LG Nexus 5X ,5.2,Corning Gorilla Glass 3,5.7,2.8,0.3,136,"Android OS, v6.0 (Marshmallow)",1,12.3,1,5,16,2,0,2700,Snapdragon 808,Cortex-A53,6,Qualcomm MSM8992,1.44+1.82,Adreno 418,19699
785,LG Nexus 5X 32GB ,5.2,,5.7,2.8,0.3,136,"Android OS, v6.0 (Marshmallow)",1,12.3,1,5,32,2,0,2700,Snapdragon 808,Cortex-A53,6,Qualcomm MSM8992,1.44+1.82,Adreno 418,31290
786,LG Optimus G Pro ,5.5,,5.9,3,0.3,172,"Android OS, v4.1 (Jelly Bean)",1,13,2,2+1,16,2,64,3140,,Krait 300,4,,1.7,Adreno 320,12999
787,LG Q6 ,5.5,,5.6,2.7,0.3,149,"Android OS, v7.1 (Nougat)",1,13,1,5,32,3,256,3000,Snapdragon 435,Cortex-A53,8,Qualcomm MSM8940,1.4,Adreno 505,11980
788,LG Q6 Plus ,5.5,,5.6,2.7,0.3,149,"Android OS, v7.1 (Nougat)",1,13,1,5,64,4,2,3000,Snapdragon 435,Cortex-A53,8,Qualcomm MSM8940,1.4,Adreno 505,15385
789,LG Q7 ,5.7,,,,,,"Android OS, v8.1 (Oreo)",1,13,1,8,32,3,256,3300,Snapdragon 450,Cortex A53,8,Qualcomm,1.8,Adreno 506,15900
790,LG Spirit ,4.7,,5.2,2.6,0.3,124,"Android OS, v5.0.1 (Lollipop)",1,8,1,1,8,1,32,2100,,Cortex-A7,4,,1.3,Mali-400MP2,5140
791,LG Stylo 2 ,5.7,,6.1,3.1,0.2,144,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16,2,256,3000,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,9999
792,LG Stylus 2 ,5.7,,6.1,3.1,0.2,145,"Android OS, v6.0 (Marshmallow)",1,13,1,8,16,2,256,3000,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,12000
793,LG Stylus 2 Plus (3GB RAM) ,5.7,,6.1,3.1,0.2,146,"Android OS, v6.0 (Marshmallow)",1,16,1,8,16,3,200,3000,Snapdragon 430,Cortex-A53,8,Qualcomm MSM8937,1.4,Adreno 505,15500
794,LG Stylus 2 Plus 16GB ,5.7,,6.1,3.1,0.2,146,"Android OS, v6.0 (Marshmallow)",1,16,1,8,16,3,256,3000,Snapdragon 430,Cortex-A53,8,Qualcomm MSM8937,1.4,Adreno 505,15990
795,LG Stylus 3 3GB RAM ,5.7,,6.1,3.1,0.2,149,"Android OS, v7.0 (Nougat)",1,13,1,8,16,3,256,3200,,Cortex-A53,8,Mediatek MT6750,1.5,Mali-T860MP2,13250
796,LG V20 ,5.7,Corning Gorilla Glass 4,,,,,"Android OS, v7.0 (Nougat)",2,16+8,1,5,64,4,256,3200,Snapdragon 820,Kryo,4,Qualcomm MSM8996,2.1+1.6,Adreno 530,24999
797,LG V30 ,6,Corning Gorilla Glass 5,5.9,2.9,0.2,158,"Android OS, v7.1.2 (Nougat)",2,16+13,1,5,64,4,256,3300,Snapdragon 835,Kryo,8,Qualcomm MSM8998,2.4+1.9,Adreno 540,47990
798,LG V30 Plus ,6,Corning Gorilla Glass v5,5.9,2.9,0.2,158,"Android OS, v7.1.2 (Nougat)",2,16+13,1,5,128,4,256,3300,Snapdragon 835,Kryo 280,8,Qualcomm MSM8998,2.4+1.9,Adreno 540,39990
799,LG X Cam ,5.2,,5.8,2.9,0.2,118,"Android OS, v6.0 (Marshmallow)",2,13+5,1,8,16,2,MicroSD,2520,,,8,,1.14,,10000
