device_name,display_size (inches),display_prot,height (inches),width (inches),depth (inches),weight (grams),os,b_no_of_camera(s),backcam (megapixels),f_no_of_camera(s),frontcam (megapixels),internal (GB),ram (GB),expandable (GB),battery (mAh),chipset,architecture,cores,proc_make,frequency (MHz),gpu,price (INR)
Intex Cloud Style ,5.0,,5.7,2.9,0.3,140.0,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8.0,1.0,32,2500,SC9832A,Cortex A7,4.0,Spreadtrum ,1.3,Mali-400 MP2,"4,599"
Intex Aqua 4G Strong ,4.0,,,,,110.0,"Android OS, v5.1 (Lollipop)",1,2,2,0+3,4.0,0.75,32,1700,,Cortex A53,4.0,MediaTek MT6735M,1.0,Mali-T720,"4,590"
Intex Aqua 4G ,5.0,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,2,8.0,1.0,32,2230,,,4.0,,1.2,,"4,085"
Intex Aqua Twist ,5.0,,,,,175.0,"Android OS, v5.1 (Lollipop)",1,5,1,5,8.0,1.0,32,2200,,Cortex A7,4.0,,1.3,Mali-400MP2,"3,999"
Intex Cloud Gem Plus ,4.0,,,,,114.0,"Android OS, v5.1 (Lollipop)",1,2,1,2,4.0,0.5,32,1400,,,4.0,,1.3,Mali400,"3,920"
Intex Aqua Pride ,5.0,,,,,150.0,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8.0,1.0,32,2800,,Cortex A7,4.0,,1.3,,"3,900"
Intex Cloud Breeze ,5.0,,,,,153.0,"Android OS, v4.4 (Kitkat)",1,5,1,2,8.0,1.0,32,2300,,Cortex-A7,2.0,,1.2,,"3,844"
Intex Aqua 3G Pro Q ,4.0,,,,,114.0,"Android OS, v5.1 (Lollipop)",1,2,2,0+3,4.0,0.5,32,1300,,Cortex A7,4.0,,1.2,Mali-400 MP,"3,390"
Intex Lions G10 ,2.4,,,,,,,1,0.3,0,,,,64,1450,,,,,,,899
Intex Eco 210 ,1.8,,,,,71.0,,1,0.3,0,,34.5KB,,32,800,,,,,,,210
Intex Eco Selfie 2 ,1.8,,,,,,,1,0.3,2,0+3,,,8,800,,,,,,,831
Intex Eco 102 ,1.8,,,,,,,1,0.3,0,,,,32,800,,,,,,,102
Intex eco i11 ,1.8,,4.2,1.8,0.5,71.0,,1,0.3,0,,,,64,800,,,,,,,719
Intex Cloud String V2 ,5.0,,,,,150.0,"Android OS, v5.1 (Lollipop)",1,8,1,5,16.0,2.0,32,2200,,Cortex A7,4.0,,1.3,Mali400,"6,899"
Intex ECO i12 ,1.8,,,,,,,1,0.3,0,,,,64,800,,,,,,,699
Intex Aqua Power HD 4G ,5.0,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,5,16.0,2.0,32,3900,,Cortex A7,4.0,MediaTek MT6592M,1.4,Mali-450 MP4,"8,999"
Intex Aqua Super ,5.0,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,2,16.0,3.0,128,2150,,Cortex A53,4.0,,1.0,,"5,890"
Intex Aqua Lions T1 ,5.2,Shatterproof Glass,5.8,2.8,0.3,180.0,"Android OS, v7.0 (Nougat)",1,8,1,5,8.0,1.0,64,2700,SC9832,,4.0,Spreadtrum,1.3,,"5,695"
Intex Aqua Young 4G ,5.0,,,,,,"Android OS, v6.0 (Marshmallow)",1,5,1,5,8.0,1.0,32,2800,,Cortex A53,4.0,MTK6737M,1.1,ARM Mali-T720,"5,000"
Intex Aqua Lions 2 ,5.0,,5.6,2.8,0.3,158.0,"Android OS, v7.0 (Nougat)",1,5,1,5,8.0,1.0,32,2400,SC9832,Cortex A53,4.0,Spreadtrum,1.3,Mali 400,"4,149"
Intex Aqua Strong 5.1 Plus ,5.0,,,,,,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8.0,1.0,64,2000,,Cortex A7,4.0,,1.3,Mali-400 MP2,"3,999"
Intex Aqua Lions T1 Lite ,5.0,,,,,156.0,"Android OS, v7.0 (Nougat)",1,5,1,2,8.0,1.0,64,2200,SC9832A,Cortex A7,4.0,Spreadtrum,1.3,,"3,899"
Intex Aqua Q7N Pro ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,2,0+3,8.0,1.0,32,2000,,Cortex-A7,4.0,,1.0,Mali400MP,"3,490"
Intex Aqua 3G Pro ,4.0,,,,,107.6,"Android OS, v4.4.2 (KitKat)",1,2,2,0+3,4.0,0.5,32,1400,,,1.0,,1.0,,"2,845"
Intex Ultra 4000i ,2.8,,5.8,2.5,4.0,150.0,,1,0.3,0,,,,64,4000,,,,,,,4000
Intex Gold ,2.4,,,,,80.0,,1,0.3,0,,,,32,1450,,,,,,,"1,427"
Intex Turbo i7 ,2.4,,5.0,2.0,0.4,91.0,,1,0.3,0,,,,32,1500,,,,,,,"1,229"
Intex Ultra Magic ,2.8,,5.2,2.2,0.4,101.0,,1,0.3,0,,,,32,1800,,,,,,,"1,199"
Intex Eco 102 Plus ,1.8,,4.3,1.8,0.5,165.0,,1,0.3,0,,,,32,800,,,,,,,102
Intex Aqua Costa ,5.0,,,,,145.0,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8.0,2.0,32,2200,,Cortex A7,4.0,,1.3,Mali 400 MP2,"5,617"
Intex Elyt Dual ,5.0,,,,,149.0,"Android OS, v7.0 (Nougat)",1,8,2,8+2,16.0,2.0,128,2400,,Cortex A7,4.0,Spreadtrum,1.3,Mali-400,"5,089"
Intex Eco 106 Plus ,1.8,,4.4,1.8,0.5,72.0,,1,0.3,0,,,,32,1000,,,,,,,106
Intex Turbo S5 ,2.4,,,,,85.0,,1,0.3,0,,,,32,1500,,,,,,,"1,210"
Intex Turbo i14 ,2.4,,4.5,1.8,0.4,68.0,,1,0.3,0,,,,64,1000,,,,,,,"1,000"
Intex Mega 2400 ,2.8,,,,,,,1,0.3,0,,,,64,2400,,,,,,,2400
Intex Eco Music ,1.8,,,,,,,1,0.3,0,,,,32,1000,,,,,,,745
Intex Infie 3 ,4.95,,,,,,"Android OS, v8.1 (Oreo)",1,5,1,2,8.0,1.0,128,2000,,,4.0,,1.1,,4649
Intex Infie 33 ,5.34,,5.5,2.3,0.3,148.0,"Android OS, v7.0 (Nougat)",1,5,1,5,8.0,1.0,128,3000,,,4.0,Spreadtrum,,MALI T820,5490
Intex Aqua Prime 4G ,5.5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,2,8.0,1.0,32,2800,,Cortex A53,4.0,MTK 6735P,1.0,ARM-Mali760,"4,999"
Intex Aqua Lions E3 ,5.0,,,,,,"Android OS, v7.0 (Nougat)",1,8,1,5,16.0,2.0,32,2500,SC9832A,Cortex A7,4.0,Spreadtrum,1.3,Mali-400 MP2,"4,899"
Intex Turbo i7 Pro ,2.4,,,,,,,1,1.3,0,,,,32,1500,,,,,,,"1,345"
Intex Eco i10 ,1.8,,,,,,,1,0.3,0,,,,32,800,,,,,,,"1,099"
Intex Elyt e6 ,5.0,,5.7,2.8,0.3,167.0,"Android OS, v7.0 (Nougat)",1,13,1,8,32.0,3.0,128,4000,,Cortex-A53,4.0,Mediatek,1.25,Mali-T720,"6,999"
Intex Aqua A4 Plus ,4.5,,5.3,2.6,0.4,134.0,"Android OS, v7.0 (Nougat)",1,5,1,2,8.0,1.0,64,2000,SC9832A,Cortex A7,2.0,Spreadtrum,1.3,,"3,809"
Intex Aqua Lions 3 ,5.0,Dragontrail Glass,5.5,2.7,0.3,167.0,"Android OS, v7.0 Nougat",1,8,1,8,16.0,2.0,128,4000,MT6737,Cortex-A53,4.0,MediaTek,1.2,Mali-T720,"4,795"
Intex Aqua Style 3 ,5.0,,,,,164.0,"Android OS, v7.0 (Nougat)",1,5,1,5,16.0,1.0,32,2500,SC9832A,Cortex A7,4.0,Spreadtrum,1.2,Mali-400 MP2,"3,999"
Intex Staari 12 ,5.0,,,,,,"Android OS, v7.0 (Nougat)",1,13,1,8,32.0,3.0,128,4000,,,4.0,,1.25,,"5,999"
Intex Staari 10 ,5.2,,5.9,2.9,0.3,170.0,"Android OS, v7.0 (Nougat)",1,13,1,5,32.0,3.0,128,2800,MT6737,Cortex-A53,4.0,MediaTek,1.3,ARM Mali-T720,"5,999"
Intex Aqua Lions N1 ,4.0,,4.8,2.5,0.3,112.0,"Android OS, v7.0 (Nougat)",1,2,2,0+3,8.0,1.0,128,1400,MT6737V,Cortex A53,4.0,MediaTek,1.1,Mali-T720 MP2,"2,823"
Intex Aqua Selfie ,5.5,,6.1,3.0,0.3,178.0,"Android OS, v7.0 (Nougat)",1,8,1,5,16.0,2.0,64,3000,9832A,,4.0,Spreadtrum,1.3,Mali 512,"5,055"
Intex Aqua 5.5 VR Plus ,5.5,,6.0,3.0,0.3,176.0,"Android OS, v7.0 (Nougat)",1,8,1,5,16.0,2.0,64,2800,MT6737,Cortex A53,4.0,MediaTek,1.2,Mali-T720 MP2,"4,999"
Intex Indie 5 ,5.0,,,,,,"Android OS, v7.0 (Nougat)",1,8,1,8,16.0,2.0,128,4000,MT6737,,4.0,MediaTek,1.25,Mali-T720,"4,999"
Intex IN-Sturdy ,2.4,,,,,107.0,,1,0.3,0,,,,64,3000,,,,,,,"1,595"
Intex Cloud Swift ,5.0,,,,,,Android 5.1 (Lollipop),1,8,1,5,16.0,3.0,128,2500,,Cortex A53,4.0,,1.3,,"7,299"
