device_name,display_size (inches),display_prot,height (inches),width (inches),depth (inches),weight (grams),os,b_no_of_camera(s),backcam (megapixels),f_no_of_camera(s),frontcam (megapixels),internal (GB),ram (GB),expandable (GB),battery (mAh),chipset,architecture,cores,proc_make,frequency (MHz),gpu,price (INR)
Micromax Bolt S302 ,4.0,,,,,,"Android OS, v4.4.3 (KitKat)",1,1.3,1,2,4.0,0.5,32,1450,,,1.0,Spreadtrum SC7715,1.0,,"2,890"
Micromax X916 ,2.8,,,,,,,1,0.3,0,,,,,1800,,,,,,,"2,299"
Micromax x2050 ,2.0,,,,,70.0,,1,0.8,0,,0.25,,8,950,,,,,,,"2,239"
Micromax X353 ,3.5,,,,,82.0,,1,0.3,0,,344KB,,8,1100,,,,,,,"2,059"
Micromax X590 ,1.8,,,,,,,1,0.3,0,,,,8,2400,,,,,,,"1,985"
Micromax X352 ,2.8,,4.9,2.2,0.6,,,1,0.3,0,,,,8,3000,,,,,,,"1,963"
Micromax X915 ,2.8,,,,,,,1,0.3,0,,,,16,1750,,,,,,,"1,682"
Micromax X917 ,2.8,,,,,,,1,0.3,0,,,,16,1000,,,,,,,"1,650"
Micromax X970 ,2.8,,,,,,,1,0.3,0,,,,16,1750,,,,,,,"2,999"
Micromax Canvas Hue 2 ,5.0,,,,,,"Android OS, v4.4.2 (Kitkat)",1,13,1,5,16.0,2.0,32,2000mAh,,,8.0,,1.7,,"7,895"
Micromax Canvas Juice 3 ,5.0,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,2,8.0,2.0,32,4000,,Cortex-A7,4.0,,1.3,Mali-400MP2,"7,200"
Micromax Canvas Selfie Lens ,5.0,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,5,8.0,1.0,32,2800,,Cortex-A7,4.0,,1.3,Mali-400MP2,"6,900"
Micromax Canvas Juice A177 ,5.0,,,,,101.0,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,4.0,1.0,32,3000,,,2.0,MediaTek MT6572E,1.2,Mali-400,"6,800"
Micromax Canvas Fire 3 Q375 ,4.5,,,,,,"Android OS, v5.0 (Lollipop)",1,5,1,2,8.0,1.0,32,1850,,,4.0,MediaTek MT6582M,1.3,,"6,600"
Micromax Canvas Pulse 4G ,5.0,,5.5,2.7,0.3,128.0,"Android OS, v5.1 (Lollipop)",1,13,1,5,16.0,3.0,32,2100,MediaTek MT6753,Cortex-A53,8.0,MediaTek,1.3,Mali-T720MP3,"6,499"
Micromax Canvas Fire 4G ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8.0,1.0,32,1850,,Cortex-A53,4.0,,1.0,,"6,350"
Micromax Bolt Supreme 4 Q352 Plus ,5.0,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16.0,1.0,64,,,Cortex A7,4.0,,1.3,,"6,299"
Micromax Mega 2 Plus ,6.0,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16.0,2.0,128,3000,,,4.0,,1.3,,"6,298"
Micromax Canvas Turbo Mini A200 ,4.7,,,,,,"Android OS, v4.2.2 (Jelly Bean)",1,8,1,5,4.0,1.0,32,1800,,Cortex-A7,4.0,,1.3,Mali-400MP2,"6,295"
Micromax Canvas Amaze ,5.0,,,,,,"Android OS, v5.0 (Lollipop)",1,13,1,5,8.0,2.0,32,2000,,Cortex-A7,4.0,Mediatek MT6580,1.3,Mali-400MP2,"6,074"
Micromax Bolt ,4.0,,,,,128.0,"Android OS, v5.0 (Lollipop)",1,2,2,0+3,4.0,0.5,32,1400,,,4.0,,1.2,,"5,999"
Micromax X849 ,1.7,,,,,,,1,0.3,0,,,,16,1450,,,,,,,"1,649"
Micromax X253 ,2.4,,,,,,,1,0.3,0,,,,8,1400,,,,,,,"1,649"
Micromax x716 ,2.4,,,,,,,1,0.3,0,,,,8,1800,,,,,,,"1,499"
Micromax Bolt Q332 ,5.0,,5.5,2.8,0.3,140.0,"Android OS, v5.1 (Lollipop)",1,5,1,2,4.0,0.5,32,2000,,,4.0,,1.3,,"3,900"
Micromax Bolt Supreme 2 ,4.0,,,,,,"Android OS, v5.1 (Lollipop)",1,2,2,0+3,4.0,0.5,32,1400,,Cortex A7,4.0,Spreadtrum SC7731C,1.2,,"3,600"
Micromax Bolt A79 ,4.0,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,4.0,0.5,32,1450,,Cortex A7,2.0,MediaTek MT6572M,1.0,Mali-400,"3,599"
Micromax Q7 ,2.2,,4.3,2.3,0.4,100.0,,1,2,0,,,,4,800,,,,,,,"2,990"
Micromax Canvas Pace 4G ,5.0,,5.6,2.8,0.3,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8.0,1.0,32,2500,,,4.0,,1.1,,"7,650"
Micromax Canvas Selfie ,4.7,,,,,,"Android OS, v4.4.2 (KitKat)",1,13,1,13,16.0,2.0,32,2300,,Cortex-A7,8.0,,1.7,Mali-450MP4,"7,295"
Micromax A94 Canvas Mad ,4.5,,,,,,"Android OS, v4.2 (Jelly Bean)",1,5,1,5,4.0,0.5,32,1800,,,4.0,,1.2,,"6,999"
Micromax Vdeo 5 ,5.5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8.0,1.0,32,3000,,,4.0,,1.3,,"6,749"
Micromax Bolt Q338 ,5.0,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,5,8.0,1.0,32,2000,,Cortex-A7,4.0,Mediatek MT6580,1.3,Mali-400MP2,"6,500"
Micromax Canvas Amaze 2 ,5.0,,,,,,"Android OS, v5.1 (Lollipop)",1,13,1,5,16.0,2.0,32,2500,Snapdragon 415,,8.0,Qualcomm,1.4,,"6,499"
Micromax Canvas A1 AQ4502 ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8.0,1.0,32,1700,,Cortex-A7,4.0,,1.3,Mali-400MP2,"6,220"
Micromax Canvas Juice 3 Plus ,5.5,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,5,16.0,2.0,32,4000,,Cortex-A7,4.0,,1.3,Mali-400MP2,"8,999"
Micromax Canvas 2 Colors A120 ,5.0,,,,,,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,2.5,1.0,32,2000,MT6582,Cortex-A7,4.0,Mediatek,1.3,Mali-400MP2,"8,845"
Micromax Canvas Doodle A111 ,5.3,,5.7,3.0,0.3,168.0,"Android OS, v4.1 (Jelly Bean)",1,8,1,2,4.0,0.5,32,2100,Snapdragon S4 Play,Cortex-A5,4.0,Qualcomm MSM8225Q ,1.2,Adreno 203,"8,495"
Micromax Canvas 2 Colors A120 (8 GB ROM) ,5.0,,,,,,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,8.0,1.0,32,2000,,Cortex-A7,4.0,Mediatek MT6582,1.3,Mali-400MP2,"7,850"
Micromax Canvas Blaze 4G ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8.0,1.0,32,2000,Snapdragon 210,Cortex-A7,4.0,Qualcomm MSM8909,1.1,Adreno 304,"5,999"
Micromax Canvas Duet 2 EG111 ,5.3,,,,,164.0,"Android OS, v4.1 (Jelly Bean)",1,8,1,2,4.0,1.0,32,2300,Snapdragon 200,Cortex A5,4.0,Qualcomm MSM8625Q,1.2,Adreno 203,"5,800"
Micromax Bolt A59 ,3.5,,,,,,"Android OS, v4.1 (Jelly Bean)",1,1.3,0,,0.5,0.25,16,1500,,,,Spreadtrum SC7710,1.0,,"4,999"
Micromax Canvas Fire 3 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,8.0,1.0,32,1850,,,4.0,,1.3,,"4,999"
Micromax Bling 2 ,2.8,,4.2,2.3,0.5,111.0,"Android OS, v2.2 (Froyo)",1,3.1,0,,,0.25,32,1000,Snapdragon S1,ARM 11,,Qualcomm MSM7227-1 ,600,Adreno 200,"4,599"
Micromax Bolt Q331 ,5.0,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4.0,0.5,32,2000,,,4.0,,1.2,,"4,515"
Micromax Bolt Q326 8GB ,4.0,,,,,,"Android OS, v5.0 (Lollipop)",1,5,2,0+3,8.0,1.0,32,1400,,,4.0,,1.3,,"4,285"
Micromax CG777 ,2.4,,,,,,,1,0.3,0,,,,8,1000,,,,,,,"2,745"
Micromax 318 ,2.4,,,,,,,1,0.3,0,,,,16,1200,,,,,,,"2,399"
Micromax X2411 ,2.4,,,,,80.0,,1,0.3,0,,,,8,1100,,,,,,,"1,999"
Micromax X084 ,1.8,,,,,,,1,0.3,0,,,,8,1800,,,,,,,"1,950"
Micromax X344 ,2.8,,,,,,,1,0.8,0,,,,8,1400,,,,,,,"1,900"
Micromax X099i ,1.7,,,,,,,1,0.3,0,,,,4,900,,,,,,,"1,450"
Micromax X770 ,2.4,,,,,,,1,0.3,0,,,,16,1450,,,,,,,"1,438"
Micromax X2814 ,2.8,,,,,,,1,0.3,0,,,,8,950,,,,,,,"1,349"
Micromax X242 ,2.4,,,,,96.0,,1,0.3,2,0+3,,,8,1750,,,,,,,"1,349"
Micromax X801 ,2.4,,,,,,,1,0.3,0,,128KB,,16,1150,,,,,,,"1,249"
Micromax X704 ,2.4,,,,,,,1,0.3,0,,,,16,1400,,,,,,,"1,200"
Micromax X502 ,1.8,,,,,,,1,0.3,0,,,,16,1200,,,,,,,"1,200"
Micromax X407 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,"1,149"
Micromax X726 ,2.4,,,,,,,1,0.3,0,,,,16,1750,,,,,,,"1,079"
Micromax X507 ,1.8,,,,,,,1,0.3,0,,,,8,1000,,,,,,,"1,399"
Micromax GC313 ,1.8,,,,,,,1,0.3,0,,,,8,1000,,,,,,,"1,049"
Micromax X402 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,899
Micromax Canvas Doodle 2 A240 ,5.7,,,,,220.0,"Android OS, v4.2.1 (Jelly Bean)",1,12,1,5,16.0,1.0,0,2600,,Cortex-A7,4.0,,1.2,PowerVR SGX544,"22,999"
Micromax Canvas 2.2 A114 ,5.0,,5.7,2.8,0.3,147.0,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,4.0,1.0,32,2000,,Cortex-A7,4.0,Mediatek MT6582M,1.3,Mali-400MP2,"14,500"
Micromax Canvas Elanza 2 A121 ,5.0,,,,,,"Android OS, v4.3 (Jelly Bean)",1,8,1,2,4.0,1.0,32,2000,Snapdragon 200,Cortex-A7,4.0,Qualcomm MSM8212 ,1.2,Adreno 302,"11,500"
Micromax A110Q Canvas 2 Plus ,5.0,,5.7,3.0,0.3,164.0,"Android OS, v4.2 (Jelly Bean)",1,8,1,2,4.0,1.0,32,2000,,Cortex-A7,4.0,Mediatek MT6589M,1.2,PowerVR SGX544,"10,467"
Micromax A110 Canvas 2 ,5.0,,5.7,3.0,0.3,168.0,"Android OS, v4.0 (Ice Cream Sandwich)",1,8,2,0+3,4.0,0.5,32,2000,,Cortex-A9,2.0,Mediatek MT6577,1.0,PowerVR SGX531,"8,995"
Micromax Unite 4 ,5.0,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8.0,1.0,32,2500,,,4.0,,1.4,,"5,539"
Micromax Bolt D321 ,5.0,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4.0,0.5,32,1800,,Cortex-A7,2.0,Mediatek MT6572,1.3,Mali-400,"5,499"
Micromax Bolt A065 ,4.0,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,4.0,0.5,32,2000,,Cortex-A7,2.0,Mediatek MT6571,1.3,Mali-400,"5,499"
Micromax Canvas Xpress ,4.5,,5.2,2.5,0.3,143.0,"Android OS, v4.4 (KitKat)",1,5,2,0+3,8.0,1.0,32,1950,,Cortex-A7,4.0,Mediatek MT6582V/X,1.3,Mali-400MP2,"5,499"
Micromax Q370 ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8.0,1.0,32,1650,,,4.0,,1.2,,"5,490"
Micromax Canvas HD Plus ,5.0,,,,,,"Android OS, v4.4 (KitKat)",1,8,1,2,8.0,1.0,32,2000,,Cortex-A7,6.0,Mediatek MT6591,1.5,Mali-450MP4,"5,400"
Micromax Canvas Nitro 3 ,5.0,Corning Gorilla Glass 3,5.6,2.8,0.3,146.0,"Android OS, v5.1 (Lollipop)",1,13,1,5,16.0,2.0,32,2500,MT6592M,Cortex-A7,8.0,Mediatek,1.4,Mali-450MP4,"5,155"
Micromax Canvas Play ,5.5,,,,,,"Android OS, v5.0 (Lollipop)",1,5,2,0+3,8.0,1.0,32,2820,,Cortex-A7,4.0,Mediatek MT6582M,1.3,Mali-400MP2,"4,999"
Micromax Bolt D200 ,3.5,,,,,132.0,"Android OS, v4.4.2 (KitKat)",1,0.3,2,0+3,0.5,0.5,32,1200,,,2.0,,1.3,,"4,999"
Micromax Canvas Pep ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,2,0+3,8.0,1.0,32,1700,,Cortex-A7,4.0,Mediatek MT6582M,1.3,Mali-400MP2,"4,994"
Micromax Canvas Selfie 4 ,5.0,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,8,8.0,1.0,32,2500,,Cortex-A7,4.0,Mediatek MT6580,1.3,Mali-400MP2,"4,799"
Micromax Bolt A089 ,4.0,,,,,,"Android OS, v4.2 (Jelly Bean)",1,2,2,0+3,4.0,0.5,32,2100,,Cortex-A7,2.0,Mediatek MT6572,1.3,Mali-400,"4,776"
Micromax Canvas Fire 3 4GB ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4.0,1.0,32,1850,,,4.0,MediaTek MT6582M,1.3,,"4,750"
Micromax Canvas Blaze MT500 ,5.0,,,,,,"Android OS, v4.1 (Jelly Bean)",1,8,2,0+3,4.0,0.75,32,1850,Snapdragon MSM8625,Cortex A5,2.0,Qualcomm ,1.0,Adreno 203,"4,678"
Micromax Bolt Supreme 4 ,5.0,,,,,141.0,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8.0,1.0,64,2000,MT6580,Cortex-A7,4.0,Mediatek,1.3,Mali-400MP2,"4,500"
Micromax Bolt D320 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,3.2,2,0+3,4.0,0.5,32,1600,,Cortex-A7,2.0,Mediatek MT6572,1.2,Mali-400,"4,490"
Micromax Bolt Q381 Plus ,5.0,,,,,,"Android OS, v5.1 (Lollipop)",1,5,2,0+3,16.0,1.0,32,2000,,,4.0,Spreadtrum SC7731,1.3,,"3,984"
Micromax Canvas Fire 4 ,,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,2,8.0,1.0,32,2000,,Cortex-A7,4.0,Mediatek MT6582M,1.3,Mali-400MP2,"3,889"
Micromax Bolt Q326 ,4.0,,,,,,"Android OS, v5.0 (Lollipop)",1,5,2,0+3,4.0,0.5,32,1400,,,4.0,,1.3,,"3,790"
Micromax X606 ,2.1,,,,,,,1,0.3,0,,0.0546875,0.0390625,8,1000,,,,,,,"3,699"
Micromax Bolt Q324 ,4.0,,,,,,"Android OS, v4.4 (KitKat)",1,2,2,0+3,4.0,0.5,32,1450,,,4.0,Spreadtrum 7731,1.2,,"3,600"
Micromax Bolt Q339 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4.0,0.5,32,1650,,,4.0,,1.2,,"3,489"
Micromax Astra X910A ,2.8,,,,,,,1,0.3,0,,,,8,4000,,,,,,,"3,399"
Micromax Bolt S300 ,4.0,,,,,,"Android OS, v4.4 (KitKat)",1,0.3,2,0+3,4.0,0.5,32,1200,,,,Spreadtrum 7715,1.0,,"3,300"
Micromax Bolt Q323 ,4.0,,,,,,"Android OS, v5.0 (Lollipop)",1,2,2,0+3,4.0,0.5,32,1500,,,2.0,,1.2,,"3,295"
Micromax Canvas Fire A093 ,4.0,,,,,,"Android OS, v4.4 (KitKat)",1,5,2,0+3,4.0,0.5,32,1750,,,4.0,,1.3,,"3,190"
Micromax Q325 ,4.0,,,,,,"Android OS, v4.4 (KitKat)",1,3.2,2,0+3,4.0,0.5,32,1400,,,4.0,,1.2,,"3,100"
Micromax X777 ,2.4,,,,,,,1,0.3,0,,0.0546875,0.0390625,,3000,,,,,,,"1,490"
Micromax X913 ,2.8,,,,,,,1,0.3,0,,,,8,1650,,,,,,,"1,650"
Micromax X781 ,2.4,,,,,,,1,0.3,0,,,,8,2800,,,,,,,"1,349"
Micromax X715 ,2.4,,,,,,,1,0.3,0,,,,8,1500,,,,,,,"1,299"
Micromax X551 ,1.8,,,,,,,1,0.3,0,,,,8,1800,,,,,,,"1,295"
Micromax X607 ,2.4,,,,,,,1,0.3,0,,,,8,1000,,,,,,,"1,215"
Micromax X074 ,1.7,,,,,,,1,0.3,,,,,Yes,1750,,,,,,,"1,160"
Micromax X615 ,2.4,,,,,,,1,0.3,0,,,,8,1500,,,,,,,"1,049"
Micromax X408 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,959
Micromax Joy X1800 ,1.8,,4.1,0.5,1.7,110.0,,1,0.08,0,,,,32,750,,,,,,,899
Micromax X090 ,1.8,,4.4,1.8,0.6,90.0,,1,0.8,0,,,,8,1800,,,,,,,895
Micromax X597 ,1.7,,,,,85.0,,1,0.3,0,,0.0234375,0.0625,,1800,,,,,,,887
Micromax X570 ,1.8,,,,,,,1,0.3,0,,,,16,1300,,,,,,,849
Micromax Joy X1850 ,1.8,No,,,,110.0,,1,0.08,0,,35KB,,4,1800,,,,,,,825
Micromax X595 ,1.8,,,,,,,1,0.3,0,,,,8,1750,,,,,,,799
Micromax X073 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,747
Micromax X088 Plus ,1.8,,,,,,,1,0.3,0,,,,16,1000,,,,,,,727
Micromax Canvas Turbo A250 ,5.0,,,,,,"Android OS, v4.2 (Jelly Bean)",1,13,1,5,16.0,2.0,0,2000,,Cortex-A7,4.0,Mediatek MT6589T,1.5,PowerVR SGX544MP2,"11,999"
Micromax Canvas 4 ,5.0,,5.6,2.9,0.3,158.0,"Android OS, v4.2 (Jelly Bean)",1,13,1,5,16.0,1.0,32,2000,,Cortex-A7,4.0,Mediatek MT6589,1.2,PowerVR SGX544,"9,999"
Micromax Canvas Doodle 3 A102 (8 GB) ,6.0,,,,,,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,8.0,1.0,32,2500,,Cortex-A7,2.0,Mediatek MT6572,1.3,Mali-400,"9,990"
Micromax Canvas Nitro A311 ,5.0,,5.56,2.83,0.35,88.0,Android v4.4 (KitKat),1,13,1,5,16.0,2.0,32,2500,MT6592,Cortex-A7 ,8.0,MediaTek,1.7,Mali-450MP4,"8,999"
Micromax Canvas Juice ,5.0,,5.6,2.8,0.3,152.0,"Android OS, v5.1 (Lollipop)",1,8,1,5,8.0,2.0,32,4000,,,4.0,,1.0,,"8,539"
