device_name,display_size (inches),display_prot,height (inches),width (inches),depth (inches),weight (grams),os,b_no_of_camera(s),backcam (megapixels),f_no_of_camera(s),frontcam (megapixels),internal (GB),ram (GB),expandable (GB),battery (mAh),chipset,architecture,cores,proc_make,frequency (MHz),gpu,price (INR)
Samsung Galaxy A5 (2017) ,5.2,Corning Gorilla Glass 4,5.7,2.8,0.3,157.0,"Android OS, v6.0 (Marshmallow)",1,16,1,16,32.0,3.0,256,3000,Exynos 7880,Cortex-A53,8.0,Samsung,1.9,Mali-T830MP3,"31,259"
Samsung Galaxy Core Prime ,4.5,,5.1,2.6,0.3,130.0,"Android OS, v4.4.4 (KitKat)",1,5,1,2,8.0,1.0,64,2000,Snapdragon 410,Cortex-A53,4.0,Qualcomm MSM8916,1.2,Adreno 306,"4,990"
Samsung Galaxy A9 Pro ,6.0,Corning Gorilla Glass 4,6.3,3.1,0.3,210.0,"Android OS, v6.0.1 (Marshmallow)",1,16,1,8,32.0,4.0,128,5000,Snapdragon 652,Cortex-A72,8.0,Qualcomm MSM8976,1.8+1.2,Adreno 510,"31,000"
Samsung Guru FM Plus ,1.5,,4.2,1.7,0.5,66.0,,0,,0,,,0.00390625,,800,,,,,,,"1,375"
Samsung Galaxy S7 Edge 128GB ,5.5,Corning Gorilla Glass 4,5.9,2.8,0.3,157.0,"Android OS, v6.0 (Marshmallow)",1,12,1,5,128.0,4.0,200,3600,Exynos 8890,Mongoose,8.0,Samsung,2.3+1.6,Mali-T880 MP12,"42,900"
Samsung Galaxy Grand 2 ,5.2,,5.7,2.9,0.3,163.0,"Android OS, v4.3 (Jelly Bean)",1,8,2,1+9,8.0,1.5,64,2600,Snapdragon 400,Cortex-A7,4.0,Qualcomm MSM8226,1.2,Adreno 305,"18,999"
Samsung Galaxy S6 64GB ,5.1,,5.6,2.7,0.2,138.0,"Android OS, v5.0.2 (Lollipop)",1,16,1,5,64.0,3.0,0,2550,,Cortex-A53,8.0,,1.5+2.1,Mali-T760MP8,"35,900"
Samsung Guru 1200 ,1.5,,,,,,,0,,0,,,,,800,,,,,,,"1,100"
Samsung Galaxy S8 Plus 128GB ,6.2,Corning Gorilla Glass 5,6.2,2.8,0.3,173.0,"Android OS, 7.0 (Nougat)",1,12,1,8,128.0,6.0,256,3500,Exynos 8895,Cortex-A53,8.0,Samsung,2.3+1.7,Mali-G71 MP20,"64,900"
Samsung Galaxy S9 128GB ,5.8,Corning Gorilla Glass 5,5.8,2.7,0.3,163.0,"Android OS, v8.0 (Oreo)",1,12,1,8,128.0,4.0,256,3000,Exynos 9810,Cortex-A55,8.0,Samsung,2.8+1.7,Mali-G72 MP18,"61,900"
Samsung Galaxy S6 edge Plus ,5.7,Corning Gorilla Glass 4,6.0,2.9,0.2,153.0,Android v5.1 (Lollipop),1,16,1,5,32.0,4.0,0,3000,Exynos 7420 ,Cortex-A53,8.0,Samsung,1.5+2.1,Mali-T760MP8,"54,900"
Samsung Galaxy S4 ,5.0,Corning Gorilla Glass 3,5.3,2.7,0.3,130.0,"Android OS, v4.2.2 (Jelly Bean)",1,13,1,2,16.0,2.0,64,2600,Exynos 5410,Cortex-A15,8.0,Samsung,1.6+1.2,PowerVR SGX544MP3,"15,999"
Samsung Z4 ,5.0,,5.2,2.7,0.4,143.0,Tizen 3.0,1,8,1,5,8.0,1.0,128,2050,SC9830A,Cortex A7,8.0,Spreadtrum,2.0,Mali-400 MP2,"4,234"
Samsung Galaxy S3 ,4.8,Corning Gorilla Glass 2,5.3,2.7,0.3,133.0,"Android OS, v4.0.4 (Ice Cream Sandwich)",1,8,2,1+9,16.0,1.0,64,2100,Exynos 4412,Cortex-A9,4.0,Samsung,1.4,Mali-400MP4,"7,999"
Samsung Galaxy On7 ,5.5,,5.9,3.0,0.3,172.0,"Android OS, v5.1 (Lollipop)",1,13,1,5,8.0,1.5,128,3000,Snapdragon 410,Cortex-A53,4.0,Qualcomm MSM8916,1.2,Adreno 306,"10,990"
Samsung Galaxy S5 ,5.1,Corning Gorilla Glass 3,5.5,2.8,0.3,145.0,"Android OS, v4.4.2 (KitKat)",1,16,1,2,16.0,2.0,128,2800,Exynos 5 ,Krait 400,4.0,Samsung ,2.5,Adreno 330,"21,999"
Samsung Metro XL ,2.8,No,,,,,,1,3.1,1,2,,,16,1200,,,,,,,"3,225"
Samsung Galaxy J7 (2016) ,5.5,,5.9,2.9,0.3,170.0,"Android OS, v6.0 (Marshmallow)",1,13,1,5,16.0,2.0,128,3300,Exynos 7870,Cortex A53,8.0,Samsung,1.6,Adreno 510,"12,699"
Samsung Galaxy Note 5 ,5.7,Corning Gorilla Glass 4,6.0,3.0,0.3,171.0,"Android OS, v5.1 (Lollipop)",1,16,1,5,32.0,4.0,0,3000,Exynos 7420,Cortex-A53,8.0,Samsung,1.5+2.1,Mali-T760MP8,"28,999"
Samsung E1200 ,1.5,,4.2,1.7,0.5,65.1,,0,,0,,0.1494140625,,0,800,,,,,156,,"1,100"
Samsung Galaxy J2 ,4.7,,5.3,2.7,0.3,129.0,"Android OS, v5.1.1 (Lollipop)",1,5,1,2,8.0,1.0,128,2000,Exynos 3475,Cortex-A7,4.0,Samsung,1.3,Mali-T720,"6,449"
Samsung Galaxy S7 ,5.1,Corning Gorilla Glass 4,5.6,2.7,0.3,152.0,"Android OS, v6.0 (Marshmallow)",1,12,1,5,32.0,4.0,200,3000,Exynos 8890,Cortex-A53,8.0,Samsung,2.3+1.6,Mali-T880 MP12,"28,500"
Samsung Galaxy S6 Edge ,5.1,Corning Gorilla Glass 4,5.5,2.7,0.2,132.0,"Android OS, v5.0.2 (Lollipop)",1,16,1,5,32.0,3.0,0,2600,Exynos 7420,Cortex-A53,8.0,Samsung,1.5+2.1,Mali-T760MP8,"37,299"
Samsung Galaxy J7 Prime 32GB ,5.5,Corning Gorilla Glass,5.9,2.9,0.3,167.0,"Android OS, v6.0 (Marshmallow)",1,13,1,8,32.0,3.0,256,3300,Exynos 7870,Cortex-A53,8.0,Samsung,1.6,Mali-T830MP2,"12,117"
Samsung Galaxy C9 Pro ,6.0,Corning Gorilla Glass,6.4,3.1,0.2,189.0,"Android OS, v6.0.1 (Marshmallow)",1,16,1,16,64.0,6.0,256,4000,Snapdragon 653,Cortex-A72,8.0,Qualcomm MSM8976,1.9+1.4,Adreno 510,"29,900"
Samsung Galaxy J2 Pro ,5.0,,5.6,2.7,0.3,138.0,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16.0,2.0,128,2600,SC8830,Cortex-A7,4.0,Spreadtrum,1.5,Mali-400 MP2,"7,580"
Samsung Galaxy C7 Pro ,5.7,,6.1,3.0,0.2,172.0,"Android OS, v6.0 (Marshmallow)",1,16,1,16,64.0,4.0,256,3300,Snapdragon 626,Cortex-A53,8.0,Qualcomm MSM8953,2.2,Adreno 506,"20,500"
Samsung Metro 313 ,2.0,,,,,75.2,,1,0.3,0,,,0.015625,16,1000,,,,,,,"2,025"
Samsung Galaxy J7 Prime ,5.5,Corning Gorilla Glass,5.9,2.9,0.3,169.0,"Android OS, v6.0 (Marshmallow)",1,13,1,8,16.0,3.0,256,3300,Exynos 7870,Cortex A53,8.0,Samsung,1.6,Mali-T830 MP2,"13,400"
Samsung Galaxy J7 Prime 2 ,5.5,,5.9,2.9,0.3,170.0,"Android OS, 7.0 (Nougat)",1,13,1,13,32.0,3.0,256,3300,Exynos 7870 Octa,Cortex-A53,8.0,Samsung,1.6,Mali-T830 MP1,"12,849"
